Уровень	Дата и время	Источник	Код события	Категория задачи
Предупреждение	02.09.2017 20:26:09	Microsoft-Windows-HttpEvent	15300	Отсутствует	Удалены параметры SSL-сертификата для конечной точки: 0.0.0.0:44304.
Предупреждение	02.09.2017 20:26:09	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44303.
Предупреждение	02.09.2017 20:26:09	Microsoft-Windows-HttpEvent	15300	Отсутствует	Удалены параметры SSL-сертификата для конечной точки: 0.0.0.0:44303.
Предупреждение	02.09.2017 20:26:09	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44302.
Предупреждение	02.09.2017 20:26:09	Microsoft-Windows-HttpEvent	15300	Отсутствует	Удалены параметры SSL-сертификата для конечной точки: 0.0.0.0:44302.
Предупреждение	02.09.2017 20:26:09	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44301.
Предупреждение	02.09.2017 20:26:09	Microsoft-Windows-HttpEvent	15300	Отсутствует	Удалены параметры SSL-сертификата для конечной точки: 0.0.0.0:44301.
Предупреждение	02.09.2017 20:26:09	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44300.
Предупреждение	02.09.2017 20:26:09	Microsoft-Windows-HttpEvent	15300	Отсутствует	Удалены параметры SSL-сертификата для конечной точки: 0.0.0.0:44300.
Сведения	02.09.2017 20:23:35	Service Control Manager	7040	Отсутствует	"Тип запуска службы ""Установщик модулей Windows"" был изменен с ""Автоматически"" на ""Вручную""."
Сведения	02.09.2017 20:23:34	Service Control Manager	7040	Отсутствует	"Тип запуска службы ""Установщик модулей Windows"" был изменен с ""Вручную"" на ""Автоматически""."
Сведения	02.09.2017 20:23:28	Service Control Manager	7040	Отсутствует	"Тип запуска службы ""Установщик модулей Windows"" был изменен с ""Автоматически"" на ""Вручную""."
Сведения	02.09.2017 20:23:27	Service Control Manager	7040	Отсутствует	"Тип запуска службы ""Установщик модулей Windows"" был изменен с ""Вручную"" на ""Автоматически""."
Сведения	02.09.2017 20:23:20	Service Control Manager	7040	Отсутствует	"Тип запуска службы ""Установщик модулей Windows"" был изменен с ""Автоматически"" на ""Вручную""."
Сведения	02.09.2017 20:23:20	Service Control Manager	7040	Отсутствует	"Тип запуска службы ""Установщик модулей Windows"" был изменен с ""Вручную"" на ""Автоматически""."
Сведения	02.09.2017 19:34:01	Microsoft-Windows-UserModePowerService	12	(10)	Процесс C:\Windows\ImmersiveControlPanel\SystemSettings.exe (ИД процесса: 7832) изменил схему политики с {381B4222-F694-41F0-9685-FF5BB260DF2E} на {381B4222-F694-41F0-9685-FF5BB260DF2E}
Сведения	02.09.2017 19:33:57	Microsoft-Windows-UserModePowerService	12	(10)	Процесс C:\Windows\ImmersiveControlPanel\SystemSettings.exe (ИД процесса: 7832) изменил схему политики с {381B4222-F694-41F0-9685-FF5BB260DF2E} на {381B4222-F694-41F0-9685-FF5BB260DF2E}
Ошибка	02.09.2017 19:31:16	Microsoft-Windows-DistributedCOM	10016	Отсутствует	"Параметры разрешений для конкретного приложения не дают разрешения Локально Активация для приложения COM-сервера с CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 и APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 пользователю NT AUTHORITY\СИСТЕМА с ИД безопасности (S-1-5-18) и адресом LocalHost (с использованием LRPC), выполняемого в контейнере приложения Недоступно с ИД безопасности (Недоступно). Это разрешение безопасности можно изменить с помощью средства администрирования служб компонентов."
Сведения	02.09.2017 19:31:10	Microsoft-Windows-Power-Troubleshooter	1	Отсутствует	"Система вышла из состояния пониженного энергопотребления.

Время перехода в спящий режим: ‎2017‎-‎09‎-‎02T05:27:28.096400000Z
Время выхода из спящего режима: ‎2017‎-‎09‎-‎02T12:31:03.223360700Z

Источник выхода: Устройство -USB Root Hub"
Сведения	02.09.2017 19:31:03	Microsoft-Windows-Kernel-General	1	(5)	"Системное время изменено с ‎2017‎-‎09‎-‎02T12:31:03.287538800Z на ‎2017‎-‎09‎-‎02T12:31:03.287000000Z.

Причина изменения: Время изменено приложением или компонентом системы."
Сведения	02.09.2017 19:31:03	Microsoft-Windows-Time-Service	158	Отсутствует	"Поставщик времени ""VMICTimeProvider"" указал, что текущее аппаратное обеспечение и операционная среда не поддерживаются, и их работа остановлена. Это поведение ожидаемо для VMICTimeProvider в средах non-HyperV-guest. Это поведение может быть ожидаемо для текущего поставщика в текущей операционной среде."
Сведения	02.09.2017 19:31:02	Microsoft-Windows-Kernel-Power	131	(33)	Значения времени встроенного ПО для S3. ResumeCount: 1, FullResume: 495, AverageResume: 495
Сведения	02.09.2017 19:31:02	Microsoft-Windows-Kernel-General	1	(5)	"Системное время изменено с ‎2017‎-‎09‎-‎02T05:27:33.755242200Z на ‎2017‎-‎09‎-‎02T12:31:02.500000000Z.

Причина изменения: Системное время синхронизировано с аппаратными часами."
Сведения	02.09.2017 12:27:33	Microsoft-Windows-Kernel-Power	107	(102)	Система возобновила работу после режима сна.
Сведения	02.09.2017 12:27:30	Microsoft-Windows-Kernel-Power	42	(64)	"Система переходит в спящий режим.

Причина: Бездействие системы"
Сведения	02.09.2017 12:27:28	Microsoft-Windows-Kernel-General	1	(5)	"Системное время изменено с ‎2017‎-‎09‎-‎02T05:27:28.996742100Z на ‎2017‎-‎09‎-‎02T05:27:28.996000000Z.

Причина изменения: Время изменено приложением или компонентом системы."
Сведения	02.09.2017 12:12:02	Microsoft-Windows-Time-Service	158	Отсутствует	"Поставщик времени ""VMICTimeProvider"" указал, что текущее аппаратное обеспечение и операционная среда не поддерживаются, и их работа остановлена. Это поведение ожидаемо для VMICTimeProvider в средах non-HyperV-guest. Это поведение может быть ожидаемо для текущего поставщика в текущей операционной среде."
Сведения	02.09.2017 12:10:12	Microsoft-Windows-UserModePowerService	22	(18)	Восстановить параметры питания после завершения подготовки включения модуля 5
Сведения	02.09.2017 12:10:07	Microsoft-Windows-Kernel-General	16	Отсутствует	Журнал доступа в кусте \??\C:\ProgramData\Microsoft\Provisioning\Microsoft-Desktop-Provisioning-Sequence.dat очищен; обновлено разделов: 0; создано измененных страниц: 0.
Сведения	02.09.2017 12:04:44	Microsoft-Windows-HttpEvent	15007	Отсутствует	Резервирование для пространства имен с префиксом URL http://127.0.0.1:10002:127.0.0.1/ было добавлено успешно.
Сведения	02.09.2017 12:04:44	Microsoft-Windows-HttpEvent	15007	Отсутствует	Резервирование для пространства имен с префиксом URL http://127.0.0.1:10001:127.0.0.1/ было добавлено успешно.
Сведения	02.09.2017 12:04:44	Microsoft-Windows-HttpEvent	15007	Отсутствует	Резервирование для пространства имен с префиксом URL http://127.0.0.1:10000:127.0.0.1/ было добавлено успешно.
Сведения	02.09.2017 12:04:38	Microsoft-Windows-HttpEvent	15007	Отсутствует	Резервирование для пространства имен с префиксом URL http://+:15099/ было добавлено успешно.
Сведения	02.09.2017 12:00:49	Service Control Manager	7045	Отсутствует	"В системе установлена служба.

Имя службы:  SQL Server, службы синхронизации контроля версий
Имя файла службы:  ""C:\Program Files\Microsoft SQL Server\90\Shared\sqlwriter.exe""
Тип службы:  служба режима пользователя
Тип запуска службы:  Автоматически
Учетная запись службы:  LocalSystem"
Сведения	02.09.2017 12:00:00	EventLog	6013	Отсутствует	Время работоспособного состояния 2466 сек.
Сведения	02.09.2017 11:59:07	Service Control Manager	7040	Отсутствует	"Тип запуска службы ""Установщик модулей Windows"" был изменен с ""Автоматически"" на ""Вручную""."
Сведения	02.09.2017 11:59:06	Service Control Manager	7045	Отсутствует	"В системе установлена служба.

Имя службы:  ASP.NET State Service
Имя файла службы:  %systemroot%\Microsoft.NET\Framework64\v4.0.30319\aspnet_state.exe
Тип службы:  служба режима пользователя
Тип запуска службы:  Вручную
Учетная запись службы:  NT AUTHORITY\NetworkService"
Сведения	02.09.2017 11:58:50	Service Control Manager	7040	Отсутствует	"Тип запуска службы ""Установщик модулей Windows"" был изменен с ""Вручную"" на ""Автоматически""."
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44399.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44398.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44397.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44396.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44395.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44394.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44393.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44392.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44391.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44390.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44389.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44388.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44387.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44386.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44385.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44384.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44383.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44382.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44381.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44380.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44379.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44378.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44377.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44376.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44375.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44374.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44373.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44372.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44371.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44370.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44369.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44368.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44367.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44366.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44365.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44364.
Предупреждение	02.09.2017 11:57:58	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44363.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44362.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44361.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44360.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44359.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44358.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44357.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44356.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44355.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44354.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44353.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44352.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44351.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44350.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44349.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44348.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44347.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44346.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44345.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44344.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44343.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44342.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44341.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44340.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44339.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44338.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44337.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44336.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44335.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44334.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44333.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44332.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44331.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44330.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44329.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44328.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44327.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44326.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44325.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44324.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44323.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44322.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44321.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44320.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44319.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44318.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44317.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44316.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44315.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44314.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44313.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44312.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44311.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44310.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44309.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44308.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44307.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44306.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44305.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44304.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44303.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44302.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44301.
Предупреждение	02.09.2017 11:57:57	Microsoft-Windows-HttpEvent	15301	Отсутствует	Параметры SSL-сертификата созданы процессом администрирования для конечной точки: 0.0.0.0:44300.
Сведения	02.09.2017 11:54:58	Microsoft-Windows-Time-Service	158	Отсутствует	"Поставщик времени ""VMICTimeProvider"" указал, что текущее аппаратное обеспечение и операционная среда не поддерживаются, и их работа остановлена. Это поведение ожидаемо для VMICTimeProvider в средах non-HyperV-guest. Это поведение может быть ожидаемо для текущего поставщика в текущей операционной среде."
Сведения	02.09.2017 11:53:24	Service Control Manager	7040	Отсутствует	"Тип запуска службы ""Установщик модулей Windows"" был изменен с ""Автоматически"" на ""Вручную""."
Сведения	02.09.2017 11:53:20	Service Control Manager	7040	Отсутствует	"Тип запуска службы ""Установщик модулей Windows"" был изменен с ""Вручную"" на ""Автоматически""."
Сведения	02.09.2017 11:53:13	Service Control Manager	7040	Отсутствует	"Тип запуска службы ""Установщик модулей Windows"" был изменен с ""Автоматически"" на ""Вручную""."
Сведения	02.09.2017 11:53:08	Service Control Manager	7040	Отсутствует	"Тип запуска службы ""Установщик модулей Windows"" был изменен с ""Вручную"" на ""Автоматически""."
Сведения	02.09.2017 11:53:00	Service Control Manager	7040	Отсутствует	"Тип запуска службы ""Установщик модулей Windows"" был изменен с ""Автоматически"" на ""Вручную""."
Сведения	02.09.2017 11:53:00	Service Control Manager	7040	Отсутствует	"Тип запуска службы ""Установщик модулей Windows"" был изменен с ""Вручную"" на ""Автоматически""."
Сведения	02.09.2017 11:49:22	Microsoft-Windows-TerminalServices-RemoteConnectionManager	1056	Отсутствует	Создан новый самозаверяющий сертификат для использования при проверке подлинности сервера узла сеансов удаленных рабочих столов при подключениях SSL. Имя сертификата: DESKTOP-8RQ6Q4N. Хэш SHA1 сертификата находится в данных события.
